stem,kind,wire_bytes,decoded_bytes,elapsed_seconds,attempts,http_status,worker,n_workers,runner_tag,hostname,platform,timestamp_utc
AF-0000000068564549,homodimer,218334,974600,0.683,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068566133,homodimer,187099,827217,0.8519,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068567881,homodimer,126665,551326,0.7211,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068571205,homodimer,87444,373776,0.6607,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068569475,homodimer,108021,463138,0.7205,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068575080,homodimer,84644,357773,0.5243,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068573208,homodimer,236704,1064554,0.9899,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068577565,homodimer,87805,375534,0.7797,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068579259,homodimer,167057,737551,0.8427,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068580938,homodimer,111946,486465,0.7431,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068583170,homodimer,83740,352823,0.6656,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068585230,homodimer,155465,682604,0.8431,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068587137,homodimer,49202,196313,0.6007,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068591924,homodimer,128049,558289,0.5501,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068589312,homodimer,153217,677887,0.794,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068596144,homodimer,98186,419298,0.6829,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068593973,homodimer,225565,1007810,0.9554,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068598499,homodimer,107090,460151,0.5889,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068597481,homodimer,112071,481506,0.826,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068599551,homodimer,75700,318702,0.6277,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068600613,homodimer,83537,352328,0.7207,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068601670,homodimer,128126,558030,0.8221,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068603012,homodimer,135269,587187,0.7575,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068604131,homodimer,62872,260640,0.5963,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068605116,homodimer,70678,295780,0.6245,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068607170,homodimer,131736,577270,0.6182,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068606231,homodimer,160404,709213,0.7998,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068608396,homodimer,154843,678579,0.8832,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068609479,homodimer,160971,709229,0.8367,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068611630,homodimer,128019,562525,0.424,1,200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068610545,homodimer,215368,954618,0.8577,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068612719,homodimer,94323,404017,0.4331,1,200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068613760,homodimer,324028,1461313,0.5004,1,200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068614882,homodimer,214897,963117,0.879,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068615936,homodimer,115968,508489,0.6483,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068617049,homodimer,246504,1122188,0.9367,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068618092,homodimer,267343,1198002,1.0924,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068618999,homodimer,178557,788923,0.4992,1,200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068620877,homodimer,61127,252832,0.5977,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068619937,homodimer,111783,482175,0.7604,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068623285,homodimer,166462,733653,0.4244,1,200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068621976,homodimer,60478,250603,0.584,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068624190,homodimer,129568,567233,0.4296,1,200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068625306,homodimer,97988,423652,0.6693,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068626422,homodimer,169779,747592,0.8211,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068627694,homodimer,154163,676777,0.8904,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068628940,homodimer,227652,1023673,0.9746,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068630102,homodimer,158410,702484,0.8513,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068631146,homodimer,143854,643649,0.7706,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068632362,homodimer,152388,668684,0.5028,1,200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068633497,homodimer,139865,613146,0.4983,1,200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068634550,homodimer,133163,581063,0.4535,1,200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068635528,homodimer,115467,504216,0.7554,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068636618,homodimer,287735,1305733,1.0774,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068637588,homodimer,86035,373426,0.6392,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068638688,homodimer,171028,764134,0.4945,1,200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068639736,homodimer,249586,1152299,0.543,1,200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068640791,homodimer,71124,302188,0.7267,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068641895,homodimer,182629,805233,0.6913,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068643060,homodimer,59085,245039,0.6373,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068644255,homodimer,64013,268511,0.7317,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068645084,homodimer,132080,575187,0.7387,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068647259,homodimer,160614,711872,0.6402,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068646210,homodimer,297910,1357017,1.0209,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068649220,homodimer,34980,138014,0.5481,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068648265,homodimer,145082,638495,0.8521,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068650238,homodimer,158213,699481,0.6154,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068651227,homodimer,103627,446884,0.702,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068652232,homodimer,144833,637025,0.8296,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068653225,homodimer,205396,911613,0.916,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068654431,homodimer,224114,1006944,0.9658,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068655616,homodimer,191668,850133,0.8731,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068656744,homodimer,209577,930585,0.9863,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068657823,homodimer,149521,656804,0.7934,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068658540,homodimer,141337,622015,0.6331,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068659631,homodimer,222148,991727,0.9177,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068660638,homodimer,282608,1279567,0.9021,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068661469,homodimer,223756,995408,0.9765,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068662279,homodimer,76863,326027,0.6655,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068663288,homodimer,158754,692260,0.6366,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068664309,homodimer,159214,701665,0.8393,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068665219,homodimer,175296,776893,0.8691,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068666257,homodimer,132104,575715,0.5245,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068668289,homodimer,73793,310553,0.6312,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068667307,homodimer,144543,632131,0.7425,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068670636,homodimer,67094,282565,0.6567,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068669402,homodimer,205297,926387,0.8631,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068673439,homodimer,170433,753643,0.6512,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068671931,homodimer,122472,533267,0.7753,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068676516,homodimer,70036,295744,0.6536,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068675169,homodimer,67608,283560,0.664,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068678210,homodimer,82729,352216,0.6872,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068679623,homodimer,265950,1236786,0.789,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068682564,homodimer,158864,695385,0.5695,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068681013,homodimer,188924,837291,0.9027,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068684170,homodimer,160547,704986,0.5665,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068685591,homodimer,40909,162274,0.6218,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068687327,homodimer,107408,463810,0.6565,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068689038,homodimer,154410,681789,0.5902,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068690616,homodimer,36531,142852,0.5426,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068692249,homodimer,281768,1290248,0.8209,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068693711,homodimer,137498,601612,0.8005,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068694993,homodimer,162591,715496,0.8503,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068696450,homodimer,160715,707789,0.6854,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068699352,homodimer,152747,674234,0.8433,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068697985,homodimer,297397,1357426,1.092,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068700915,homodimer,49614,198249,0.5843,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068702463,homodimer,107751,464448,0.6864,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068703798,homodimer,148189,656963,0.8343,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068705382,homodimer,104465,457108,0.7625,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068707006,homodimer,120212,523565,0.6071,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068708451,homodimer,142411,618267,0.8125,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068709918,homodimer,291665,1333164,0.8606,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068711544,homodimer,160991,709434,0.847,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068713192,homodimer,198345,889222,0.8517,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068714840,homodimer,75260,316804,0.5747,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068716518,homodimer,65535,272503,0.5068,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068716123,homodimer,114750,499578,0.7622,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068716884,homodimer,86469,369925,0.7298,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068717329,homodimer,125687,546012,0.7103,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068718042,homodimer,48308,194959,0.5541,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068717674,homodimer,124867,544796,0.7782,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068718856,homodimer,58672,242750,0.5025,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068718484,homodimer,48746,197187,0.5514,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068719189,homodimer,97595,416500,0.7301,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068719599,homodimer,100159,432703,0.7299,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068719998,homodimer,56926,231802,0.6121,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068720385,homodimer,58731,243356,0.6078,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068721128,homodimer,34468,134902,0.54,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068720755,homodimer,59391,246404,0.5757,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068721523,homodimer,51922,208856,0.5799,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068721912,homodimer,55750,227933,0.5478,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068724561,homodimer,41255,163383,0.5641,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068723120,homodimer,320468,1444233,1.074,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068726120,homodimer,161589,713984,0.8556,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068727281,homodimer,139421,613477,0.8035,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068728794,homodimer,104771,450938,0.7702,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068730571,homodimer,113321,492009,0.5387,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068731919,homodimer,55380,227815,0.4771,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068733592,homodimer,285936,1291958,0.9165,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068735454,homodimer,262312,1196199,0.9366,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068737046,homodimer,144000,634165,0.8146,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068738584,homodimer,221026,991086,0.9693,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068740144,homodimer,61270,250387,0.6084,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068742923,homodimer,67077,280507,0.6149,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068741538,homodimer,217804,968481,0.9034,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068744214,homodimer,259459,1170749,1.0704,1,-200,0,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068745827,homodimer,297385,1353439,1.0049,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000068748547,homodimer,90469,386034,0.6122,1,-200,1,2,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
