n_clusters_ge50,frac_fully_dark_pct0,n_fully_dark_pct0,frac_mostly_dark_lt50,median_pct_characterized,mean_pct_characterized
7723579,0.262226876943966,2025330,0.40087386948460035,93.0,59.41533517039186
