protein_hash,n_res_metric,contact_ratio,plddt_std
09b8c707d76a89e75d15c289246e20d5,159,0.5911949685534591,0.13123035416071388
09b8c8ae91f0d6947bc271cbd00fd775,162,0.41975308641975306,0.13022306383916116
09b8c8cfb01b74d2f7e6292f2718b407,163,0.7852760736196319,0.11033530725024884
09b8c9c9b1697d901a1d4a53a811d1c9,159,0.48427672955974843,0.11534658936792815
09b8cab9133166ace31909df41151ab4,164,0.7073170731707317,0.08837023187517999
09b8cbf237dbbd48366ca6b7af5c5c92,161,0.7453416149068323,0.04775209722304423
09b8cc91b14dde9b0a8c92f8dd464439,160,0.375,0.14673835840672897
09b8ccbdd8fb4058cabe605d8db0d8d6,160,0.8125,0.051628154341154565
09b8cef8251a78fef0f53a86908ae154,160,0.0,0.114029475689318
09b8d09f4e6a410c2b962185a43be6d4,163,0.5644171779141104,0.06088517526367862
09b8d256622593177a539d1e0ab65540,164,0.7073170731707317,0.11883543371948523
09b8d323812de09d051b2d8ff576bafc,161,0.2919254658385093,0.17724331766119508
09b8d357ea1e27151510b4b853aa67c9,163,0.5337423312883436,0.06677032089149297
09b8d4cbb90e6d6c8d3869a78ebf6b3f,159,0.6352201257861635,0.09420353248792784
09b8d64d774e92259ec355f0fabf6b68,159,0.389937106918239,0.2163706778969849
09b8d81e6c186fb831717e8a7fb68567,163,0.4785276073619632,0.25404299580894985
09b8d91bf132ae6445bee617ae9db255,161,0.6024844720496895,0.07177825144379221
09b8d954de2d030fb15c6cb903f53149,160,0.73125,0.05776469718282773
09b8d9c358cc0b4e69fe5bd544f72e6f,163,0.4662576687116564,0.1210934211926344
09b8d9edc0487cbcf0f2e60feffe7010,162,0.29012345679012347,0.12313117428635542
09b8da1ae092868adf4a2ec8277091ee,160,0.64375,0.15840133662220243
09b8da66058f315c2e84b2e0bf35ec76,164,0.7439024390243902,0.08981720422283711
09b8db873960e80b1c0493ec88b6e237,159,0.7484276729559748,0.15352737374487066
09b8dc1bae4f01156043604375ca51cd,160,0.40625,0.15378463697687036
09b8dc9f69933194dca4e53af4af0de3,159,0.4591194968553459,0.15386181090636708
09b8dd3e9a79bfd0516fe89804f0843f,161,0.7515527950310559,0.09840524010807777
09b8de9fb75f8497d20427f2fb47271a,164,0.8292682926829268,0.10837890508805369
09b8deb28b33b6593afd3fc2579d94d2,163,0.39263803680981596,0.20424255129902988
09b8e058a9637e4b8fb098edc68910c9,161,0.7577639751552795,0.10481355521814044
09b8e305e5b746a0084c8b30db2a8ac0,159,0.37735849056603776,0.19436353488102687
09b8e34786479ab572bc1949e030fe6d,159,0.4528301886792453,0.13548937895576618
09b8e4249f247c74ef3c709b27fb1a69,161,0.577639751552795,0.10826313999114848
09b8e52237207c425f8c2f19f881e94f,164,0.7378048780487805,0.09261761543428233
09b8e7e31993f748ff88ed9e5e3c1c7b,164,0.7621951219512195,0.1836204171009606
