protein_hash,seq_len,n_res,n_present_atoms,n_chains,is_monomer,mean_plddt,ptm,blob_bytes
09b8a1c17b4c39e5e0c985217436c48a,165,165,1341,1,True,0.7595269680023193,0.7506033182144165,11084
09b8a21265c85827437283df1f26ffde,165,165,1246,1,True,0.5516389608383179,0.41129156947135925,10081
09b8a46fe7700155fbdbc6b7bab08935,165,165,1310,1,True,0.6390019059181213,0.667847752571106,10733
136ae42f06e88ed78f4ddd5e38d1dab0,302,302,2355,1,True,0.8576459884643555,0.7531848549842834,18620
136aeace1a8cf09545c48579678d79d6,302,302,2241,1,True,0.43266624212265015,0.22953414916992188,17794
136af5c9cc146ea5a849dd7a7051fee6,302,302,2305,1,True,0.6533807516098022,0.476341187953949,18319
136b02ea0433a31f61d252796b31c4d6,302,302,2446,1,True,0.8743847012519836,0.9147102236747742,19181
136b09b95c5979d0248b52b16b3f2e6a,302,302,2310,1,True,0.7384698390960693,0.5692810416221619,18082
136b1712fce58a4c962bd4664ae3ccfd,302,302,2255,1,True,0.7509081363677979,0.7901713252067566,18120
136a9f5c771ab30b2b32122567215021,303,303,2264,1,True,0.6812828779220581,0.6703885793685913,18280
136aa089ed4e56350766c48582dda7fb,303,303,2183,1,True,0.8586058020591736,0.8061301112174988,17479
136aad37ed97ec0d2400ea6dfffe6f3d,303,303,2386,1,True,0.8812558054924011,0.8875698447227478,18794
136ab006f1abf5d0e618d8040c15eb8b,303,303,2393,1,True,0.8288294672966003,0.7117776274681091,18902
136ac126e4ee211f05076a7b201ea0cd,303,303,2164,1,True,0.6963845491409302,0.6701300740242004,17319
136acd57bd9d9817404811acd5df5d31,303,303,2365,1,True,0.8671892881393433,0.8871315121650696,18760
136ad8770bf1f22233298d2a354c8fc4,303,303,2380,1,True,0.8530372977256775,0.7304755449295044,18845
136b019f49d25846cd8581c7173abeac,303,303,2422,1,True,0.221644788980484,0.14379575848579407,19193
136b084be68a9cdce36659d9d62c5958,303,303,2460,1,True,0.7502610087394714,0.586126446723938,19540
136b091b7ca438c2d8e76b99d99efb60,303,303,2203,1,True,0.7956886887550354,0.7095835208892822,17693
136b11e637cc52a5ac5a9baf1b6db9c2,303,303,2339,1,True,0.780779242515564,0.7563926577568054,18716
